1.500000059604644775e-01,1.500000059604644775e-01
9.252384901046752930e-01,9.220694899559020996e-01
-1.000000014901161194e-01,4.000000059604644775e-01
-4.212663471698760986e-01,1.753720164299011230e+00
-2.999999932944774628e-02,-4.000000059604644775e-01
-1.462004929780960083e-01,-1.573338031768798828e+00
-5.000000074505805969e-02,-2.000000029802322388e-01
-3.193651139736175537e-01,-1.185264825820922852e+00
4.000000059604644775e-01,9.999999776482582092e-03
1.377062797546386719e+00,5.276004970073699951e-02
