-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01,-9.387755102040816757e-01
-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01
-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01,-8.163265306122449161e-01
-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01
-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01,-6.938775510204081565e-01
-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01
-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01,-5.714285714285713969e-01
-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01
-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01,-4.489795918367347483e-01
-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01,-3.877551020408163129e-01
