7.916148513200469555e-03,8.234413725280099322e-03,8.424183963799073555e-03,8.464385392633638761e-03,8.341808619252117502e-03,8.052687388423084708e-03,7.602879557237682967e-03,7.006609630443898923e-03,6.284097560710317359e-03,5.458647633911458547e-03,4.553828310983238509e-03,3.591251765340232327e-03,2.589239330364591710e-03,1.562429574419522960e-03,5.222135565422884873e-04,-5.222135565422884873e-04,-1.562429574419522960e-03,-2.589239330364586505e-03,-3.591251765340234062e-03,-4.553828310983238509e-03,-5.458647633911463751e-03,-6.284097560710319094e-03,-7.006609630443898923e-03,-7.602879557237682967e-03,-8.052687388423084708e-03,-8.341808619252117502e-03,-8.464385392633638761e-03,-8.424183963799070085e-03,-8.234413725280081975e-03,-7.916148513200469555e-03
9.972103310014031330e-03,1.044177185317837417e-02,1.073884040250306163e-02,1.083118338772899245e-02,1.069877079938234832e-02,1.033641612877952629e-02,9.754075202682184476e-03,8.974611086203895111e-03,8.029650152397399543e-03,6.954614177099353867e-03,5.784072979880611892e-03,4.548273515246116852e-03,3.271250898665964413e-03,1.970510540214997705e-03,6.580020655103518967e-04,-6.580020655103518967e-04,-1.970510540214995970e-03,-3.271250898665955739e-03,-4.548273515246115117e-03,-5.784072979880611892e-03,-6.954614177099357336e-03,-8.029650152397399543e-03,-8.974611086203891641e-03,-9.754075202682181006e-03,-1.033641612877952629e-02,-1.069877079938234832e-02,-1.083118338772899591e-02,-1.073884040250306163e-02,-1.044177185317837070e-02,-9.972103310014031330e-03
1.264484582417140304e-02,1.333834122356451768e-02,1.379761282815991641e-02,1.397274227457107401e-02,1.383270328899647433e-02,1.337026956298220312e-02,1.260254021465723184e-02,1.156690500843961245e-02,1.031368794478893305e-02,8.897569648577012547e-03,7.369895988773939033e-03,5.773302805072381277e-03,4.139168307266702027e-03,2.487654500313704262e-03,8.297048001396564731e-04,-8.297048001396564731e-04,-2.487654500313704262e-03,-4.139168307266708965e-03,-5.773302805072381277e-03,-7.369895988773939033e-03,-8.897569648576998669e-03,-1.031368794478892958e-02,-1.156690500843961938e-02,-1.260254021465723531e-02,-1.337026956298220312e-02,-1.383270328899647433e-02,-1.397274227457107401e-02,-1.379761282815991294e-02,-1.333834122356451768e-02,-1.264484582417139957e-02
1.613691452947919533e-02,1.716349526875309006e-02,1.786920637491029584e-02,1.817496165330773072e-02,1.803160177473208531e-02,1.742887742013489449e-02,1.639642155664570999e-02,1.499633385137737196e-02,1.330990330274168729e-02,1.142263200495426123e-02,9.411490117017987100e-03,7.336747604055327693e-03,5.238853109646555636e-03,3.139504737326555273e-03,1.045548082915744026e-03,-1.045548082915744026e-03,-3.139504737326557007e-03,-5.238853109646545228e-03,-7.336747604055329428e-03,-9.411490117017985366e-03,-1.142263200495426817e-02,-1.330990330274169076e-02,-1.499633385137736849e-02,-1.639642155664570999e-02,-1.742887742013489796e-02,-1.803160177473208531e-02,-1.817496165330773072e-02,-1.786920637491028890e-02,-1.716349526875309700e-02,-1.613691452947919533e-02
2.071581314495167525e-02,2.224099335267915034e-02,2.332312150773627191e-02,2.383451651677304106e-02,2.369547946277839046e-02,2.289111551778787862e-02,2.147320246379654657e-02,1.954629439552266895e-02,1.724335641007748721e-02,1.469936150600578348e-02,1.203024214443782630e-02,9.320897154758658876e-03,6.622148693648431672e-03,3.954296563172594869e-03,1.314457662313552738e-03,-1.314457662313552738e-03,-3.954296563172594869e-03,-6.622148693648417794e-03,-9.320897154758660610e-03,-1.203024214443782283e-02,-1.469936150600578348e-02,-1.724335641007749415e-02,-1.954629439552265507e-02,-2.147320246379654657e-02,-2.289111551778787862e-02,-2.369547946277838699e-02,-2.383451651677302718e-02,-2.332312150773627191e-02,-2.224099335267915034e-02,-2.071581314495167872e-02
2.672719486097192149e-02,2.900170602573457629e-02,3.066126819333894749e-02,3.149618799910921391e-02,3.137439178773064608e-02,3.027357224936973873e-02,2.828487604276283540e-02,2.558635572772800099e-02,2.239756649557936991e-02,1.893269779476645584e-02,1.536617091779457489e-02,1.181608525893541872e-02,8.343300176491073167e-03,4.960426276421226605e-03,1.645207105995510205e-03,-1.645207105995510205e-03,-4.960426276421226605e-03,-8.343300176491069697e-03,-1.181608525893541352e-02,-1.536617091779458009e-02,-1.893269779476646625e-02,-2.239756649557936991e-02,-2.558635572772799752e-02,-2.828487604276283540e-02,-3.027357224936973526e-02,-3.137439178773063914e-02,-3.149618799910922085e-02,-3.066126819333894749e-02,-2.900170602573457976e-02,-2.672719486097192149e-02
3.460020096276863327e-02,3.800128213711614911e-02,4.054800361492608834e-02,4.189119717767025852e-02,4.180778455895731854e-02,4.026322104972826499e-02,3.741890026026838123e-02,3.358056645788796285e-02,2.911268066318616066e-02,2.435506386178715177e-02,1.956784660466526216e-02,1.491119375237371161e-02,1.045159662254452337e-02,6.181905712848878576e-03,2.044891174630657227e-03,-2.044891174630657227e-03,-6.181905712848883780e-03,-1.045159662254450776e-02,-1.491119375237370988e-02,-1.956784660466526216e-02,-2.435506386178716565e-02,-2.911268066318615719e-02,-3.358056645788795591e-02,-3.741890026026838123e-02,-4.026322104972826499e-02,-4.180778455895731854e-02,-4.189119717767026546e-02,-4.054800361492609528e-02,-3.800128213711616298e-02,-3.460020096276863327e-02
4.482993100639902362e-02,4.991520682511836615e-02,5.381979349905832710e-02,5.595740471900780000e-02,5.594600818305634632e-02,5.373034761261848841e-02,4.959694102553605793e-02,4.407265879052161411e-02,3.776222544995536112e-02,3.120082184530791752e-02,2.476926412007982026e-02,1.867542396852229017e-02,1.297873353850364370e-02,7.631077847645606482e-03,2.516561332720955446e-03,-2.516561332720955446e-03,-7.631077847645608217e-03,-1.297873353850364543e-02,-1.867542396852229364e-02,-2.476926412007982373e-02,-3.120082184530793834e-02,-3.776222544995536112e-02,-4.407265879052160717e-02,-4.959694102553606487e-02,-5.373034761261848841e-02,-5.594600818305634632e-02,-5.595740471900781388e-02,-5.381979349905832710e-02,-4.991520682511837309e-02,-4.482993100639902362e-02
5.790928722652780719e-02,6.547469492613346154e-02,7.143130261209153231e-02,7.479462867015149174e-02,7.490685882267730800e-02,7.167734078883858384e-02,6.561291667597057842e-02,5.761805572647558937e-02,4.868758642789929036e-02,3.965045032399242692e-02,3.104710997982487383e-02,2.312853417891389332e-02,1.592002161942548608e-02,9.298472157684433553e-03,3.056044298097394807e-03,-3.056044298097394807e-03,-9.298472157684437023e-03,-1.592002161942545485e-02,-2.312853417891389679e-02,-3.104710997982487383e-02,-3.965045032399245467e-02,-4.868758642789929730e-02,-5.761805572647557550e-02,-6.561291667597057842e-02,-7.167734078883861160e-02,-7.490685882267730800e-02,-7.479462867015150562e-02,-7.143130261209153231e-02,-6.547469492613347541e-02,-5.790928722652781413e-02
7.416834599485064294e-02,8.528038061141621218e-02,9.425591416540315959e-02,9.946138901621555395e-02,9.977208316365630825e-02,9.503757417011908515e-02,8.614212915582963870e-02,7.461560220402371768e-02,6.206263875094054916e-02,4.973132684555063576e-02,3.835403561405996420e-02,2.819934415483627693e-02,1.921060579474155594e-02,1.114088728988642425e-02,3.648357203077998503e-03,-3.648357203078000238e-03,-1.114088728988642078e-02,-1.921060579474151431e-02,-2.819934415483628040e-02,-3.835403561405996420e-02,-4.973132684555064964e-02,-6.206263875094054916e-02,-7.461560220402368993e-02,-8.614212915582963870e-02,-9.503757417011907127e-02,-9.977208316365630825e-02,-9.946138901621555395e-02,-9.425591416540315959e-02,-8.528038061141621218e-02,-7.416834599485065682e-02
