6.017637712410372330e+01,-1.063237530911970339e+02
6.279870205571595676e+01,-1.069572062984490799e+02
6.030219787208852011e+01,-1.044295099454571982e+02
5.825136344824405654e+01,-1.056204422167137977e+02
6.410389896566560708e+01,-1.068116390108263545e+02
5.865046157926413883e+01,-1.054013327327718201e+02
6.140874390004621830e+01,-1.063244651808355172e+02
5.881932455225965128e+01,-1.054106669367630786e+02
6.008462813911749834e+01,-1.048325507899597824e+02
5.774717038678075198e+01,-1.058486301162763255e+02
5.764519427927816508e+01,-1.066551004106024578e+02
5.648600077763502725e+01,-1.059948505094687619e+02
6.268323075413773893e+01,-1.063953986984726043e+02
5.888191734137502209e+01,-1.068045279842217639e+02
6.337079429252678864e+01,-1.069322481370122375e+02
6.251015681411185909e+01,-1.065340008638648044e+02
6.296387196457665425e+01,-1.066028969928458849e+02
6.360159943016758177e+01,-1.059753342839679533e+02
5.913552568745519977e+01,-1.054544950167232855e+02
5.781235920364642311e+01,-1.057494967186311214e+02
5.971896082026930230e+01,-1.067272937846259993e+02
6.257930423830519118e+01,-1.074446142771154342e+02
6.003023169497214440e+01,-1.049314094517201141e+02
5.798666209424450102e+01,-1.061838942904982730e+02
6.378572054426185645e+01,-1.070689950647015962e+02
5.838957257241965237e+01,-1.059611325060402152e+02
6.100037069880031027e+01,-1.066931955280967941e+02
5.855397586880344818e+01,-1.059989776692533638e+02
5.981567533103329737e+01,-1.053914192033957846e+02
5.746325677698245471e+01,-1.064668822443165226e+02
5.721617909381912170e+01,-1.071956826193928833e+02
5.622106686984631096e+01,-1.066300339654206226e+02
6.232915025396155784e+01,-1.067060292632433658e+02
5.837800649951375220e+01,-1.072745457993905234e+02
6.303806530672591180e+01,-1.072704016744470010e+02
6.214851891560247310e+01,-1.068768155926172057e+02
6.262158991898269988e+01,-1.069472232370609959e+02
6.337952003188291883e+01,-1.064708799748828767e+02
5.887436280660563881e+01,-1.060504451210057226e+02
5.755640397596476276e+01,-1.063651327328079645e+02
5.924867423451365767e+01,-1.072188101380046561e+02
6.236541983046429038e+01,-1.079916171801187943e+02
5.975033029023278175e+01,-1.055219800255521960e+02
5.778191066215792659e+01,-1.068072160813280362e+02
6.346691039005154522e+01,-1.073793672057945940e+02
5.814104653178784332e+01,-1.065818898877432730e+02
6.059305313484092181e+01,-1.071271788675707057e+02
5.829763420351547865e+01,-1.066312203780590409e+02
5.957864484812994732e+01,-1.060105347952579535e+02
5.723748181666573487e+01,-1.071171609748756168e+02
5.675615445797005520e+01,-1.078244709166107356e+02
5.600150780873885026e+01,-1.073129955426754947e+02
6.199257926597632462e+01,-1.070586176678272778e+02
5.790446116917976127e+01,-1.078115376453993406e+02
