-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02,-1.400955657958984375e+02
-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02,-1.309303436279296875e+02
-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02,-1.217651214599609375e+02
-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02,-1.125998992919921875e+02
-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02,-1.034346771240234375e+02
-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01,-9.426944732666015625e+01
-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01,-8.510422515869140625e+01
-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01,-7.593900299072265625e+01
-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01,-6.677378082275390625e+01
-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01,-5.760855865478515625e+01
