-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01,-8.775510204081632404e-01
-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01,-7.551020408163264808e-01
-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01,-6.326530612244898322e-01
-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01,-5.102040816326530726e-01
-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01,-3.877551020408164240e-01
-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01,-2.653061224489796643e-01
-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01,-1.428571428571429047e-01
-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02,-2.040816326530614511e-02
1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01,1.020408163265305035e-01
2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01,2.244897959183671521e-01
3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01,3.469387755102040227e-01
4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01,4.693877551020406713e-01
5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01,5.918367346938773199e-01
7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01,7.142857142857141906e-01
8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01,8.367346938775508391e-01
9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01,9.591836734693877098e-01
